,Unnamed: 0,datetime,address,lat,long,weather,dead_count,injured_count,severity,cloudcover,dew,humidity,precip,temp,visibility,wspd
0,0,2015-01-01 00:40:00,"д Кобяково (гп Голицыно), А-107 Московское малое кольцо Икша - Ногинск - Бронницы - Голицыно - Истра - Икша, 9 км",55.542778,37.004167,4,0.0,1.0,3,97.3,16.4,87.91,0.0,19.4,3.6,12.1
1,1,2015-01-01 01:00:00,"г Красногорск, ш Волоколамское",55.493056,37.184444,2,0.0,1.0,3,98.3,16.2,87.43,0.0,19.3,3.9,13.3
2,2,2015-01-01 01:55:00,"д Бородино, ул Осташковская, 18-1",55.918889,37.661667,2,0.0,1.0,1,99.9,18.1,90.37,0.0,20.5,3.7,8.1
3,3,2015-01-01 03:55:00,"г Москва, км МКАД 53-й",55.4224,37.2333,2,0.0,2.0,3,97.8,16.3,87.84,0.0,19.3,4.0,12.1
4,4,2015-01-01 07:50:00,"г Одинцово, тер Можайское шоссе 27 км, 3-2",55.667778,37.255278,2,0.0,1.0,1,100.0,15.7,85.69,0.0,19.3,3.7,17.7
5,5,2015-01-01 17:20:00,"г Москва, ул Центральная",55.608056,37.3525,4,1.0,0.0,2,99.8,16.0,86.13,0.0,19.4,3.8,16.7
6,6,2015-01-01 21:00:00,"г Москва, проезд Карамзина, 17-8",55.589444,37.541667,1,0.0,1.0,3,99.5,16.6,87.47,0.0,19.7,4.2,13.2
7,7,2015-01-01 22:00:00,"А-104 Москва - Дмитров – Дубна, 26 км",55.993333,37.533889,1,0.0,1.0,3,99.9,17.7,86.9,0.0,21.0,3.2,13.9
8,8,2015-01-02 05:40:00,"г Москва, пл Старая, 2-14",55.756389,37.63,2,0.0,1.0,1,100.0,33.4,99.29,0.0,33.6,3.1,4.5
9,9,2015-01-02 18:27:00,"г Москва, ул Верхние Поля, 48А",55.656667,37.818889,3,1.0,0.0,2,100.0,33.2,98.49,0.0,33.6,3.8,7.9
10,10,2015-01-02 19:50:00,"г Серпухов, ул Ворошилова, 1",54.911944,37.408056,1,0.0,5.0,3,100.0,31.7,98.47,0.0,32.1,5.0,7.7
11,11,2015-01-02 20:24:00,"г Москва, ул Привольная, 56",55.684167,37.841667,3,0.0,1.0,1,100.0,33.2,98.59,0.0,33.6,3.7,7.4
12,12,2015-01-02 21:15:00,"г Москва, ш Варшавское, 196 Д, стр",55.543889,37.584167,1,0.0,2.0,3,100.0,33.0,97.35,0.0,33.6,3.9,10.0
13,13,2015-01-02 21:45:00,"г Химки, проезд Коммунальный, 2",55.905556,37.428056,1,0.0,1.0,3,100.0,33.6,99.63,0.0,33.7,3.6,11.1
14,14,2015-01-02 22:50:00,"г Балашиха, М-7 Волга Москва - Владимир - Нижний Новгород - Казань - Уфа (основное направление), 22 км",55.794444,37.946111,2,0.0,1.0,1,100.0,33.2,98.82,0.0,33.5,3.3,6.6
15,15,2015-01-02 23:15:00,"А-108 Московское большое кольцо Дмитров - Сергиев Посад - Орехово-Зуево - Воскресенск - Михнево - Балабаново - Руза - Клин - Дмитров, 20 км",55.341944,38.679167,1,1.0,0.0,2,100.0,32.3,98.06,0.0,32.8,4.2,8.4
16,16,2015-01-02 23:55:00,"г Железнодорожный, ул Саввинская, 10",55.434167,38.015,8,0.0,1.0,3,100.0,33.6,99.74,0.0,33.7,6.0,10.9
17,17,2015-01-03 00:05:00,"г Серпухов, ш Борисовское, 54",54.913056,37.450556,1,0.0,1.0,3,97.7,32.0,95.34,0.0,33.2,3.4,12.2
18,18,2015-01-03 00:05:00,"г Москва, ш Пятницкое, 2",55.833889,37.390278,1,0.0,1.0,3,99.7,32.7,95.6,0.0,33.9,3.8,11.1
19,19,2015-01-03 00:40:00,"рп Белоомут, ул Урицкого, 25а",54.940833,39.345556,2,0.0,1.0,3,100.0,32.0,98.65,0.0,32.3,2.5,9.4
20,20,2015-01-03 06:10:00,"г Балашиха, А-103 Щелковское шоссе Москва - Щелково - автомобильная дорога А-107 Московское малое кольцо (основное направление), 21 км",55.830556,37.932778,1,0.0,1.0,3,98.9,33.0,96.63,0.0,33.8,4.0,8.9
21,21,2015-01-03 09:31:00,"СТ.ЕГОРЬЕВСКОЕ ШОССЕ, 1 км",55.358056,39.115278,1,0.0,1.0,1,96.1,31.8,95.33,0.0,33.0,3.7,10.4
22,22,2015-01-03 20:45:00,"г Дмитров, ул Транспортная, 1",56.591389,37.904444,1,0.0,1.0,1,100.0,32.1,92.37,0.0,34.1,5.0,12.3
23,23,2015-01-04 08:45:00,"г Москва, км Новорижское шоссе 22-й, 18км",55.792778,37.358611,2,0.0,1.0,1,98.5,30.2,85.21,0.0,34.2,4.9,12.2
25,25,2015-01-04 16:15:00,"г Павловский Посад, ул Вачевская, 55",55.767222,38.629167,2,0.0,1.0,1,89.9,28.1,78.69,0.0,34.1,6.2,9.0
26,26,2015-01-04 16:40:00,"М-9 Балтия Москва - Волоколамск - граница с Латвийской Республикой, 89 км",55.983889,36.351944,2,0.0,1.0,1,98.0,29.9,83.62,0.0,34.4,5.6,11.9
27,27,2015-01-04 16:50:00,"г Москва, ул Барышиха, 12",55.840556,37.3575,2,0.0,2.0,1,99.8,30.2,85.0,0.0,34.2,5.4,12.3
28,28,2015-01-04 17:55:00,"г Москва, ул Белореченская, 35-68",55.666389,37.768333,4,0.0,1.0,3,89.9,30.1,84.46,0.0,34.3,5.4,11.1
29,29,2015-01-04 18:00:00,"д Ворыпаево, ул Новая",55.285556,37.395278,2,0.0,2.0,3,82.3,30.3,87.08,0.0,33.7,4.7,13.7
30,30,2015-01-04 19:50:00,"MКАД-ЖЕЛЕЗНОДОРОЖНЫЙ-ЛИКИНО-ДУЛЕВО, 68 км",55.756667,38.208056,2,0.0,1.0,1,87.5,29.4,82.57,0.0,34.1,5.9,11.1
31,31,2015-01-04 20:45:00,"г Москва, км Новорижское шоссе 22-й, 20км",55.800833,37.328333,2,0.0,1.0,1,98.5,30.2,85.33,0.0,34.1,4.9,12.6
32,32,2015-01-04 22:15:00,"г Москва, кв-л Капотня 2-й, 1 стр.12",55.651667,37.790556,4,0.0,1.0,1,87.7,30.1,84.57,0.0,34.2,5.5,11.7
33,33,2015-01-05 08:15:00,"г Москва, ул Вострухина, 3",55.430278,37.474722,4,0.0,1.0,1,100.0,28.2,92.57,0.0,30.1,5.0,13.1
34,34,2015-01-05 13:30:00,"г Москва, ул Гарибальди, 29 кор. 4",55.668889,37.56,2,0.0,1.0,1,100.0,27.0,89.9,0.0,29.6,5.1,11.5
35,35,2015-01-05 14:30:00,"г Москва, км МКАД 48-й",55.675,37.4225,2,0.0,2.0,3,100.0,26.0,88.27,0.0,29.0,5.7,12.3
36,36,2015-01-05 16:17:00,"г Москва, ш Дмитровское, 149",55.893889,37.542778,2,0.0,1.0,1,100.0,26.2,87.7,0.0,29.4,4.7,8.6
37,37,2015-01-05 16:40:00,"г Москва, ш Варшавское, 99А",55.632366,37.619915,2,0.0,1.0,1,100.0,27.4,90.84,0.0,29.8,5.0,12.0
38,38,2015-01-05 17:40:00,"г Москва, ул Гарибальди, 36",55.669444,37.554167,4,0.0,1.0,1,100.0,27.0,89.87,0.0,29.6,5.2,11.5
39,39,2015-01-05 18:20:00,"п Красково, ш Егорьевское",55.658611,37.981389,4,0.0,1.0,1,100.0,27.6,90.95,0.0,30.0,4.2,10.0
40,40,2015-01-05 19:15:00,"г Москва, ул Черкизовская Б., 125",55.801111,37.745,2,0.0,3.0,3,100.0,26.8,88.5,0.0,29.8,4.8,6.8
41,41,2015-01-05 20:00:00,"рп Столбовая, ул Вокзальная, 21",55.421667,37.826944,2,0.0,2.0,1,100.0,28.3,92.77,0.0,30.1,3.3,11.3
42,42,2015-01-05 20:15:00,"г Домодедово, А-107 Московское малое кольцо Икша - Ногинск - Бронницы - Голицыно - Истра - Икша, 28 км",55.3467,37.8781,4,0.0,3.0,3,100.0,28.3,92.81,0.0,30.1,3.3,11.3
43,43,2015-01-06 01:00:00,"ВОСКРЕСЕНСК-ВИНОГРАДОВО, 2 км",55.203056,38.380556,4,1.0,0.0,2,100.0,-2.0,76.71,0.0,3.7,3.4,11.8
44,44,2015-01-08 18:09:00,"г Москва, ш Каширское, 5",55.671009,37.627903,2,0.0,1.0,3,0.0,-4.2,86.87,0.0,-1.3,6.2,3.8
45,45,2015-01-08 19:15:00,"А-108 Московское большое кольцо Дмитров - Сергиев Посад - Орехово-Зуево - Воскресенск - Михнево - Балабаново - Руза - Клин - Дмитров, 33 км",56.439167,37.156667,2,0.0,1.0,1,7.6,-6.6,84.5,0.0,-3.1,6.2,4.6
46,46,2015-01-08 19:20:00,"г Люберцы, ул Смирновская, 1",55.666667,37.886389,2,0.0,1.0,3,0.0,-3.9,86.44,0.0,-0.8,6.2,4.0
47,47,2015-01-08 19:53:00,"г Москва, ш Ярославское, 107",55.866944,37.705,2,0.0,1.0,1,0.0,-2.1,89.45,0.0,0.3,6.2,1.1
48,48,2015-01-08 20:00:00,"г Москва, ул Радиальная 6-я, 10",55.60907,37.665165,2,0.0,2.0,3,0.0,-4.5,86.04,0.0,-1.3,6.2,4.7
49,49,2015-01-08 20:05:00,"СОЛНЕЧНОГОРСК-СПАСС, 30 км",56.0025,37.051667,2,1.0,1.0,2,1.3,-6.0,85.89,0.0,-2.8,6.2,4.5
50,50,2015-01-08 22:40:00,"М-9 Балтия Москва - Волоколамск - граница с Латвийской Республикой, 51 км",55.829444,36.873889,2,0.0,2.0,3,0.2,-6.2,86.7,0.0,-3.2,6.2,2.8
51,51,2015-01-08 23:15:00,"г Королев, ул Горького, 22-10",55.912778,37.864444,2,0.0,1.0,3,0.0,-3.5,87.62,0.0,-0.7,6.2,3.0
52,52,2015-01-08 23:18:00,"г Люберцы, ул Красногорская, 23б",55.688056,37.887778,2,0.0,1.0,1,0.0,-3.8,86.68,0.0,-0.8,6.2,3.7
53,53,2015-01-09 00:01:00,"г Москва, ш Волоколамское, 132",55.832222,37.3975,2,0.0,1.0,1,99.5,11.8,85.13,0.0,15.4,4.3,7.4
54,54,2015-01-09 01:00:00,"г Лобня, ХЛЕБНИКОВО-РОГАЧЕВО, 6 км",56.031667,37.454167,2,0.0,1.0,1,99.9,12.1,85.53,0.0,15.7,5.4,10.3
55,55,2015-01-09 02:25:00,"г Домодедово, М-4 Дон Москва - Воронеж - Ростов-на-Дону - Краснодар – Новороссийск (основное направление), 45 км",55.3689,37.7825,2,0.0,1.0,1,89.0,11.9,91.17,0.0,14.0,1.4,8.9
56,56,2015-01-09 08:50:00,"г Москва, ул Горбунова, 12стр.4",55.723333,37.381944,2,0.0,1.0,1,99.4,11.0,85.27,0.0,14.6,2.9,10.4
57,57,2015-01-09 08:50:00,"А-109 Ильинское шоссе, 3 км",55.803333,37.318889,2,0.0,1.0,1,99.4,11.5,85.43,0.0,15.1,3.7,8.7
58,58,2015-01-09 09:50:00,"рп Икша, А-104 Москва - Дмитров – Дубна, 49 км",56.163056,37.5,2,1.0,2.0,2,100.0,12.2,85.88,0.0,15.7,5.0,8.3
59,59,2015-01-09 11:47:00,"г Москва, ул Дубки, 1",55.816667,37.566667,2,0.0,1.0,3,99.9,11.9,84.2,0.0,15.8,4.2,2.8
60,60,2015-01-09 12:30:00,"г Москва, ул Феодосийская, 1 стр. 9",55.557778,37.579167,4,0.0,3.0,1,96.5,11.3,86.41,0.0,14.6,2.7,9.3
61,61,2015-01-09 13:30:00,"г Москва, М-3 Украина Москва - Калуга - Брянск - граница с Украиной (основное направление), 61 км",55.613333,37.285278,2,1.0,4.0,2,99.8,10.4,85.27,0.0,14.0,2.5,13.1
62,62,2015-01-09 13:40:00,"г Москва, проезд Гурьевский, 35-58",55.609207,37.761326,2,0.0,2.0,1,96.2,11.6,87.27,0.0,14.7,2.6,7.7
63,63,2015-01-09 13:50:00,,55.361944,37.365,2,0.0,3.0,1,94.9,10.7,84.12,0.0,14.6,2.9,9.3
65,65,2015-01-09 14:50:00,"п Северный, ул Шоссейная",55.943889,36.837778,2,0.0,1.0,3,99.9,13.6,91.92,0.0,15.5,2.6,4.7
66,66,2015-01-09 14:50:00,"г Москва, ул Городецкая, 5",55.745278,37.864722,2,1.0,0.0,2,98.6,11.7,85.5,0.0,15.2,3.5,5.7
67,67,2015-01-09 14:50:00,"М-3 Украина Москва - Калуга - Брянск - граница с Украиной (основное направление), 43 км",55.543056,37.098333,2,0.0,1.0,1,97.8,10.6,83.98,0.0,14.5,3.2,10.8
68,68,2015-01-09 15:00:00,"г Москва, ул Новобутовская, 2",55.556389,37.5725,4,0.0,3.0,1,96.5,11.3,86.37,0.0,14.6,2.7,9.4
69,69,2015-01-09 15:30:00,"г Москва, ул Беловежская, 15",55.714444,37.398333,2,0.0,1.0,1,99.4,10.9,85.26,0.0,14.6,2.9,10.4
70,70,2015-01-09 15:40:00,"г Москва, ул Кетчерская, 2",55.740556,37.815556,2,0.0,1.0,1,98.8,11.7,85.36,0.0,15.3,3.5,5.5
71,71,2015-01-09 15:50:00,"г Москва, ш Щелковское, 89к2",55.811944,37.821389,2,0.0,1.0,1,99.4,11.8,84.89,0.0,15.5,3.9,4.7
72,72,2015-01-09 16:00:00,"г Москва, ул Грузинский Вал, 18-15",55.77314,37.578711,4,0.0,1.0,1,99.8,11.8,84.51,0.0,15.7,3.7,3.9
73,73,2015-01-09 16:00:00,"рп Нахабино, ул Почтовая",55.858333,37.169167,2,0.0,2.0,1,99.7,12.0,86.4,0.0,15.3,3.9,8.3
74,74,2015-01-09 16:30:00,"БОГОРОДСКОЕ-АВСЮНИНО-МИСЦЕВО-КРАСНАЯ, 10 км",55.638056,39.066667,2,0.0,1.0,1,98.6,9.6,83.04,0.0,13.8,5.6,5.0
75,75,2015-01-09 16:40:00,"А-107 Московское малое кольцо Икша - Ногинск - Бронницы - Голицыно - Истра - Икша, 27 км",55.94,38.632778,2,0.0,1.0,1,99.3,9.7,82.8,0.0,14.0,5.9,4.9
76,76,2015-01-09 16:40:00,"г Москва, ул Орджоникидзе, 11 К1",55.709965,37.596046,2,0.0,1.0,1,99.0,11.6,85.02,0.0,15.3,3.2,6.4
77,77,2015-01-09 17:10:00,"СОБОЛЕВО-АНЦИФЕРОВО, 4 км",55.551667,38.708333,2,0.0,2.0,3,98.2,9.9,83.61,0.0,13.9,5.4,5.0
78,78,2015-01-09 17:20:00,"MКАД-ЖЕЛЕЗНОДОРОЖНЫЙ-ЛИКИНО-ДУЛЕВО, 55 км",55.752778,38.647778,2,0.0,2.0,1,100.0,9.2,81.93,0.0,13.7,6.2,4.5
79,79,2015-01-09 17:40:00,"ЛОТОШИНО-СУВОРОВО-КЛИН, 17 км",56.171944,36.133611,2,0.0,2.0,3,100.0,13.5,88.63,0.0,16.3,4.7,4.5
80,80,2015-01-09 18:00:00,"ДМИТРОВ-ТАЛДОМ, 11 км",56.505556,37.634167,2,0.0,2.0,3,100.0,12.6,85.39,0.0,16.2,5.9,6.3
81,81,2015-01-09 18:20:00,"г Домодедово, КАШИРСКОЕ ШОССЕ, 51 км",55.3472,37.7981,2,0.0,3.0,3,89.0,11.8,91.05,0.0,14.0,1.4,8.9
82,82,2015-01-09 18:30:00,"А-108 Московское большое кольцо Дмитров - Сергиев Посад - Орехово-Зуево - Воскресенск - Михнево - Балабаново - Руза - Клин - Дмитров, 39 км",55.570556,38.88,2,1.0,0.0,2,98.4,9.6,83.21,0.0,13.8,5.6,5.1
83,83,2015-01-09 19:30:00,"г Москва, ш Новорязанское, МГО№005",55.405833,37.501944,9,0.0,1.0,1,94.0,11.1,86.38,0.0,14.4,2.3,9.2
84,84,2015-01-09 19:30:00,"г Москва, ш Дмитровское, 71",55.860278,37.566389,2,0.0,1.0,1,99.9,11.9,84.28,0.0,15.8,4.6,3.2
85,85,2015-01-09 19:40:00,"КАШИРСКОЕ ШОССЕ, 26 км",55.558889,37.774167,2,0.0,1.0,1,93.7,11.5,87.8,0.0,14.4,2.4,8.4
86,86,2015-01-09 20:50:00,"ПОДОСИНКИ-БАТЮШКОВО-ИЛЬИНСКОЕ, 1 км",56.366667,37.916389,2,0.0,2.0,3,100.0,12.4,85.15,0.0,16.0,5.8,6.7
87,87,2015-01-09 22:30:00,"г Москва, км МКАД 46-й",55.374444,37.281389,2,0.0,1.0,3,95.3,10.5,82.97,0.0,14.7,3.2,9.4
88,88,2015-01-09 23:10:00,"г Москва, Внутренняя сторона, 11 км",55.701154,37.610993,2,0.0,1.0,3,98.8,11.6,85.11,0.0,15.2,3.2,6.6
89,89,2015-01-09 23:20:00,"г Балашиха, ш Восточное, 1",55.381944,37.7225,2,0.0,1.0,3,89.8,11.7,90.18,0.0,14.0,1.5,8.9
90,90,2015-01-10 02:40:00,"М-1 Беларусь Москва - граница с Республикой Белоруссия (основное направление), 66 км",55.57,36.704444,4,0.0,1.0,3,94.9,11.6,87.11,0.0,14.8,2.8,6.4
91,91,2015-01-10 05:40:00,"г Москва, км МКАД 94-й, 2800",55.863889,37.760833,2,0.0,1.0,1,100.0,12.0,89.9,0.0,14.4,2.4,3.6
92,92,2015-01-10 08:10:00,"ТВЕРЬ-ЛОТОШИНО-ШАХОВСКАЯ-УВАРОВКА, 102 км",56.1525,35.811667,2,1.0,2.0,2,100.0,12.2,89.95,0.0,14.6,2.1,4.5
93,93,2015-01-10 09:10:00,"г Москва, М-3 Украина Москва - Калуга - Брянск - граница с Украиной (основное направление), 61 км",55.439722,36.877778,2,1.0,1.0,2,92.6,11.9,87.09,0.0,15.0,2.9,6.8
94,94,2015-01-10 11:45:00,"г Москва, пл Киевского Вокзала, 2",55.744167,37.568611,2,0.0,1.0,1,99.8,11.9,89.41,0.0,14.4,3.5,4.2
95,95,2015-01-11 09:00:00,"д Белобородово, ЗВЕНИГОРОД-КОЛЮБАКИНО-НЕСТЕРОВО, 38 км",55.610833,36.400556,7,0.0,2.0,3,99.2,28.1,94.83,0.0,29.4,6.2,3.1
96,96,2015-01-11 09:55:00,"г Москва, ул Островитянова, 14",55.640556,37.500278,2,0.0,2.0,1,93.8,29.5,99.26,0.0,29.7,6.2,4.2
97,97,2015-01-11 10:00:00,"г Москва, ул Москворечье, 4 К6",55.644123,37.656017,2,0.0,2.0,3,93.3,29.7,98.89,0.0,29.9,6.2,3.9
98,98,2015-01-11 10:45:00,"г Москва, ш Варшавское, 100",55.6455,37.619339,2,0.0,1.0,1,93.4,29.6,98.94,0.0,29.9,6.2,4.0
99,99,2015-01-11 10:55:00,"М-1 Беларусь Москва - граница с Республикой Белоруссия (основное направление), 116 км",55.465556,35.906111,2,1.0,0.0,2,100.0,27.0,88.43,0.0,30.0,5.8,3.9
100,100,2015-01-11 11:00:00,"г Москва, ш Рублевское, 44",55.750556,37.410556,2,0.0,1.0,1,98.0,29.0,97.84,0.0,29.5,6.2,3.4
101,101,2015-01-11 12:35:00,"г Москва, км МКАД 52-й",55.699167,37.4025,2,0.0,1.0,1,97.6,28.9,98.9,0.0,29.1,6.2,4.0
102,102,2015-01-11 12:40:00,"с Клишино, ул Центральная",54.828889,38.579444,2,0.0,3.0,1,98.8,26.7,92.7,0.0,28.5,6.2,4.7
103,103,2015-01-11 13:25:00,"А-107 Московское малое кольцо Икша - Ногинск - Бронницы - Голицыно - Истра - Икша, 16 км",56.041667,38.180556,2,2.0,1.0,2,98.0,28.1,96.26,0.0,29.1,6.2,3.4
104,104,2015-01-11 14:15:00,"М-5 Урал Москва - Рязань - Пенза - Самара - Уфа – Челябинск (основное направление), 40 км",55.5425,38.835556,2,0.0,1.0,1,98.1,25.9,95.72,0.0,26.9,6.2,3.0
105,105,2015-01-11 15:51:00,"г Москва, ул Первомайская, 40к19",55.792645,37.785512,2,0.0,1.0,1,98.0,29.4,96.92,0.0,30.1,6.2,1.8
106,106,2015-01-11 19:45:00,"г Москва, ул Лухмановская, 24",55.721667,37.903611,2,0.0,1.0,1,95.2,29.5,97.91,0.0,30.0,6.2,3.4
107,107,2015-01-11 20:55:00,"г Москва, ш Киевское, 21 км",55.621667,37.403056,2,0.0,1.0,1,95.7,29.1,99.51,0.0,29.2,6.2,4.3
109,109,2015-01-11 22:15:00,"г Химки, пр-кт Мира, 8-15",55.900556,37.453889,2,0.0,1.0,3,99.5,28.7,94.44,0.0,30.1,6.2,4.7
110,110,2015-01-12 15:30:00,"СОЛНЕЧНОГОРСК-ТАРАКАНОВО-НОВОСЕЛКИ, 15 км",56.189444,36.979167,2,0.0,1.0,3,100.0,31.3,92.99,0.0,33.1,3.5,9.7
111,111,2015-01-12 17:30:00,"г Москва, ул Профсоюзная, 63-34 стр.",55.655,37.538333,2,0.0,1.0,3,98.9,31.4,92.23,0.0,33.5,5.4,13.4
112,112,2015-01-12 19:35:00,"г Москва, пр-кт Балаклавский, 7",55.641441,37.603382,4,0.0,1.0,1,98.3,31.6,93.07,0.0,33.4,5.3,12.5
113,113,2015-01-12 20:00:00,"МОСКВА-РИГА-ОНУФРИЕВО-ОРЕШКИ-КОЛЮБАКИНО, 12 км",55.715278,36.380833,7,1.0,0.0,2,100.0,31.1,91.45,0.0,33.3,4.8,10.4
114,114,2015-01-12 23:10:00,"г Москва, ш Варшавское, 2",55.700603,37.620804,2,0.0,1.0,1,99.0,32.1,95.03,0.0,33.4,5.0,9.5
115,115,2015-01-13 06:15:00,"г Ивантеевка, проезд Центральный, 41",56.97,37.880833,2,1.0,1.0,2,93.4,24.5,93.01,0.0,26.3,12.4,5.2
116,116,2015-01-13 07:33:00,"г Москва, пр-кт Ленинский, 130-2",55.668056,37.508056,2,0.0,1.0,3,98.3,21.5,90.1,0.0,24.0,6.2,12.8
117,117,2015-01-13 07:40:00,"г Наро-Фоминск, М-3 Украина Москва - Калуга - Брянск - граница с Украиной (основное направление), 72 км",55.367778,36.760833,2,0.0,1.0,3,99.9,18.3,83.96,0.0,22.4,6.2,13.4
118,118,2015-01-13 07:45:00,"г Подольск, ул Ленинградская, 17",55.253333,37.293889,2,0.0,1.0,1,97.1,20.6,88.05,0.0,23.7,6.2,13.2
119,119,2015-01-13 08:15:00,"г Протвино, проезд Северный, 2Б по Лесн",54.135,37.3525,2,0.0,1.0,3,100.0,21.1,81.53,0.0,26.0,7.3,8.9
120,120,2015-01-13 08:50:00,"КРИВАНДИНО-РОШАЛЬ-БАКШЕЕВО, 2 км",55.5931,39.5793,2,0.0,1.0,3,96.7,26.6,90.06,0.0,29.1,5.7,8.2
121,121,2015-01-13 09:30:00,"СУВОРОВО-ВОЛОКОЛАМСК-РУЗА, 50 км",55.775556,36.114167,2,0.0,2.0,3,92.9,19.3,85.89,0.0,22.9,7.5,10.9
122,122,2015-01-13 09:50:00,"ММК-ДУХАНИНО-АНДРЕЕВСКОЕ-ИСТРА, 2 км",55.971111,36.955278,2,0.0,2.0,1,85.9,20.0,85.87,0.0,23.6,6.2,10.3
123,123,2015-01-13 11:05:00,"г Москва, ш Фрезер, 5",55.740278,37.736944,4,0.0,1.0,1,98.6,22.4,88.59,0.0,25.3,5.9,6.9
124,124,2015-01-13 11:30:00,"ПАНИНО-НИКОНОВСКОЕ-МАЛИНО-АВДОТЬИНО, 2 км",55.243333,38.178889,2,0.0,1.0,3,92.8,22.6,90.66,0.0,24.9,5.9,13.6
125,125,2015-01-13 11:30:00,"г Москва, пр-кт Ломоносовский, 18",55.691111,37.539444,2,0.0,1.0,1,98.3,21.7,89.5,0.0,24.4,6.2,11.0
126,126,2015-01-13 12:00:00,"ЕГОРЬЕВСК-КОЛОМНА-КАШИРА-НЕНАШЕВО-СЕМЕНОВСКОЕ, 113 км",54.853333,38.226111,2,0.0,2.0,3,99.9,20.9,84.71,0.0,24.9,6.2,11.2
127,127,2015-01-13 12:10:00,"г Чехов, ул Чехова, 31",55.249444,37.783333,2,0.0,1.0,1,91.3,22.3,91.26,0.0,24.5,6.2,14.6
128,128,2015-01-13 16:20:00,"ЗАГОРСК-КАЛЯЗИН-РЫБИНСК-ЧЕРЕПОВЕЦ, 18 км",56.785556,38.151667,1,0.0,2.0,3,94.4,24.5,92.64,0.0,26.4,12.4,5.5
129,129,2015-01-14 06:45:00,"г Королев, ул Калининградская, 2-18",55.913611,37.851667,1,1.0,0.0,2,89.5,30.1,81.09,0.0,35.3,6.2,9.4
130,130,2015-01-14 07:20:00,"ЛУХОВИЦЫ-ЗАРАЙСК, 9 км",54.911667,38.984167,1,0.0,1.0,1,45.4,28.8,78.65,0.0,34.8,9.2,5.6
131,131,2015-01-14 07:30:00,"д Емельяновка, ЕГОРЬЕВСК-КОЛОМНА-КАШИРА-НЕНАШЕВО, 87 км",54.819167,38.535,1,0.0,2.0,3,59.9,28.4,77.15,0.0,34.9,6.7,7.5
132,132,2015-01-14 08:15:00,"г Дзержинский, ул Академика Жукова, 1",55.639167,37.838333,1,0.0,1.0,3,89.1,30.0,81.23,0.0,35.2,6.2,11.7
133,133,2015-01-14 13:55:00,"г Лобня, ул Ленина, 16",56.011667,37.475833,1,0.0,6.0,3,88.2,30.1,80.54,0.0,35.5,6.2,18.7
134,134,2015-01-14 14:00:00,"г Москва, ул Дубининская, 25",55.716667,37.616667,1,0.0,1.0,1,89.2,30.1,82.0,0.0,35.1,6.2,8.8
135,135,2015-01-14 16:18:00,"г Москва, ул Соколиной Горы 5-я, 23",55.765159,37.739806,1,0.0,1.0,1,89.6,30.2,81.59,0.0,35.2,6.2,7.4
136,136,2015-01-15 08:05:00,"г Москва, ул Салтыковская, 41",55.781514,37.745501,1,0.0,1.0,1,100.0,35.8,97.13,0.0,36.6,5.8,3.5
137,137,2015-01-15 13:00:00,"г Москва, б-р Северный, 17",55.867778,37.613889,2,0.0,1.0,1,100.0,36.1,97.85,0.0,36.7,5.4,2.8
138,138,2015-01-16 13:00:00,"г Москва, ул Осташковская, 30",55.861944,37.672778,2,0.0,1.0,1,99.0,29.6,85.63,0.0,33.4,6.2,0.6
139,139,2015-01-17 14:30:00,"ИСТРА-ВЕЛЬЯМИНОВО-ДАВЫДОВСКОЕ-Д/О ЧЕХОВА, 0 км",55.9,36.808056,6,0.0,1.0,1,100.0,24.5,72.83,0.0,32.3,6.2,8.9
140,140,2015-01-21 22:10:00,"КАШИРСКОЕ Ш.-БЕСЕДЫ-МКАД-ДРОЗДОВО, 3 км",55.595556,37.776944,5,1.0,3.0,2,0.0,4.3,77.64,0.0,9.8,6.2,4.0
141,141,2015-01-23 07:50:00,"МОСКВА-РИГА-Н.ПЕТРОВСКОЕ-МБК, 8 км",56.067222,36.500556,2,0.0,1.0,3,98.7,15.1,87.05,0.0,18.3,4.0,6.1
142,142,2015-01-23 08:00:00,"М-9 Балтия Москва - Волоколамск - граница с Латвийской Республикой, 56 км",55.848889,36.805833,2,0.0,1.0,1,99.8,16.2,89.97,0.0,18.7,2.6,6.7
143,143,2015-01-23 08:00:00,"г Москва, аллея Чоботовская 9-я, 1 стр.1",55.655556,37.351667,2,0.0,1.0,1,90.7,13.9,85.54,0.0,17.5,6.1,6.6
144,144,2015-01-23 08:05:00,"г Хотьково, ул Горбуновская, 40",56.268889,37.987778,2,0.0,1.0,3,76.4,11.1,84.56,0.0,14.9,5.2,5.1
145,145,2015-01-23 08:20:00,"г Москва, пр-кт Ленинский, 8",55.410278,37.322222,2,0.0,1.0,3,94.8,13.7,86.18,0.0,17.2,5.1,7.0
146,146,2015-01-23 08:45:00,"г Москва, ул Парковая 15-я, 24к1",55.798889,37.818889,2,0.0,1.0,1,79.7,12.7,84.24,0.0,16.6,5.2,4.1
147,147,2015-01-23 08:50:00,"М-2 Крым Москва - Тула - Орел - Курск - Белгород - граница с Украиной (основное направление), 23 км",55.333056,37.363333,2,1.0,0.0,2,95.3,13.5,86.53,0.0,16.9,5.0,7.4
